year_of_info,registration_number,state_medical_council,name,father_or_husband_name,qualification_1,qualification_1_year,university_name,qualification_2,qualification_2_year,email,date_of_birth,date_of_registration,age,experience_years
2004,89955,Andhra Pradesh Medical Council,Jagdish Chaudhari,Henry Sanghvi,MBBS,1987,NTR University of Health Sciences,MD (Gen. Med.),2013,omaster@example.org,22-08-1990,09-04-2016,35,39
2012,92610,Andhra Pradesh Medical Council,Amaira Grewal,Saumya Pillay,MBBS,1992,NTR University of Health Sciences,MD (Gen. Med.),2020,lokeorinder@example.org,29-04-2000,12-12-2022,25,34
2000,77561,Andhra Pradesh Medical Council,Brinda Balakrishnan,Vrinda Lala,MBBS,1981,NTR University of Health Sciences,MS (Ortho),1992,rkamdar@example.com,27-01-1981,10-01-2019,44,45
2012,43242,Andhra Pradesh Medical Council,Balhaar Tripathi,Utkarsh Contractor,MBBS,1993,U.Mysore,MD (Gen. Med.),2006,cdate@example.net,20-10-1975,26-05-2008,50,33
2005,55969,Andhra Pradesh Medical Council,Caleb Sarna,Jacob Loyal,MBBS,1986,U.Mysore,,,aayushnazareth@example.net,25-04-1983,02-08-2025,42,40
2021,73623,Andhra Pradesh Medical Council,Ojas Shetty,Girish Sankar,MBBS,2003,U.Mysore,MD (Pediatrics),2011,joshua71@example.org,17-02-1978,20-12-2007,47,23
2000,78669,Andhra Pradesh Medical Council,Maanav Halder,Faras Bhasin,MBBS,1981,U.Mysore,,,royedhitha@example.com,02-07-1997,30-10-2021,28,45
2003,98083,Andhra Pradesh Medical Council,Jeevika Sidhu,Sara Aggarwal,MBBS,1986,SVIMS Tirupati,MS (Ortho),1996,devpradhan@example.net,21-09-1975,09-01-2017,50,40
2000,72816,Andhra Pradesh Medical Council,Radha Khatri,Jairaj Kannan,MBBS,1980,SVIMS Tirupati,MD (Gen. Med.),1995,hemani46@example.org,28-11-1970,04-11-2021,55,46
2006,59554,Andhra Pradesh Medical Council,Fiyaz Bhagat,Reyansh Lala,MBBS,1988,SVIMS Tirupati,MD (Gen. Med.),2001,iryaghose@example.com,23-01-1972,05-08-2009,53,38
2008,96730,Andhra Pradesh Medical Council,Yash Dugar,Thomas Sunder,MBBS,1988,U.Mysore,,,ydewan@example.org,27-03-1980,05-05-2002,45,38
2006,44135,Andhra Pradesh Medical Council,Leena Venkataraman,Charvi Kara,MBBS,1991,U.Mysore,MD (Pediatrics),2022,fbhatt@example.com,20-09-1995,17-09-2023,30,35
2009,73486,Andhra Pradesh Medical Council,Charvi Chaudhry,Udant Thakur,MBBS,1993,SVIMS Tirupati,MS (Ortho),2004,hdani@example.net,13-03-1973,11-02-2000,52,33
2015,72861,Andhra Pradesh Medical Council,Leela Lad,Vasana Modi,MBBS,1999,SVIMS Tirupati,MS (Ortho),2010,finnsura@example.net,13-08-1979,11-08-2011,46,27
2004,90871,Andhra Pradesh Medical Council,Parth Cheema,Libni Kar,MBBS,1985,U.Mysore,,,aadihayre@example.net,03-08-1972,03-08-2007,53,41
2021,83608,Andhra Pradesh Medical Council,Aarini Gokhale,Triveni Nagarajan,MBBS,2002,U.Mysore,,,ekbalganguly@example.net,27-02-1997,27-11-2022,28,24
2006,51495,Andhra Pradesh Medical Council,Lohit Gola,Yahvi Barad,MBBS,1988,U.Mysore,MS (Ortho),1998,ektabora@example.net,02-02-1978,16-09-2013,47,38
2021,77952,Andhra Pradesh Medical Council,Vamakshi Bumb,Sanya Kumer,MBBS,2005,U.Mysore,MD (Gen. Med.),2016,yatinrastogi@example.com,06-12-1979,21-03-2003,46,21
2016,73736,Andhra Pradesh Medical Council,Dalbir Chacko,Lipika Bhargava,MBBS,1997,NTR University of Health Sciences,MS (Ortho),2019,mdey@example.org,12-12-1998,18-11-2021,27,29
2015,52230,Andhra Pradesh Medical Council,Gaurangi Nigam,Chasmum Gupta,MBBS,1998,SVIMS Tirupati,MD (Pediatrics),2021,mandercaleb@example.com,16-03-1972,01-05-2023,53,28
2006,48202,Andhra Pradesh Medical Council,Lucky Kala,Aishani Gola,MBBS,1987,SVIMS Tirupati,MD (Pediatrics),2023,ymajumdar@example.org,21-09-1994,08-06-2024,31,39
2015,94518,Andhra Pradesh Medical Council,Simon Hans,Jagat Sabharwal,MBBS,1999,NTR University of Health Sciences,MS (Ortho),2006,nagarfrado@example.net,31-01-1991,30-07-2023,34,27
2019,58797,Andhra Pradesh Medical Council,Vidhi Patel,Chanakya Tak,MBBS,1999,SVIMS Tirupati,MD (Pediatrics),2006,vasudhamanda@example.org,19-04-1974,12-01-2008,51,27
2009,66405,Andhra Pradesh Medical Council,Lavanya Memon,Amruta Shankar,MBBS,1992,U.Mysore,MS (Ortho),2000,vedant04@example.org,15-07-1998,22-02-2021,27,34
2015,58054,Andhra Pradesh Medical Council,Naksh Shroff,Advik Bhakta,MBBS,1996,NTR University of Health Sciences,MD (Pediatrics),2009,xkota@example.net,19-06-1973,20-08-2025,52,30
2011,94796,Andhra Pradesh Medical Council,Sanya Kumar,Tanveer Krishna,MBBS,1995,SVIMS Tirupati,MS (Ortho),2020,hsidhu@example.com,07-04-1982,14-11-2021,43,31
2011,99386,Andhra Pradesh Medical Council,Robert Saraf,Rudra Tak,MBBS,1996,NTR University of Health Sciences,MS (Ortho),2002,diptaraghavan@example.com,23-06-1992,08-05-2024,33,30
2020,81070,Andhra Pradesh Medical Council,Ucchal Sankar,Janaki Vyas,MBBS,2001,SVIMS Tirupati,MD (Pediatrics),2012,odewan@example.net,02-09-1987,22-12-2013,38,25
2008,92312,Andhra Pradesh Medical Council,Kabir Chatterjee,Keya Kale,MBBS,1993,U.Mysore,MS (Ortho),1998,rkapoor@example.com,27-11-1984,19-10-2024,41,33
2004,78813,Andhra Pradesh Medical Council,Oliver D’Alia,Nathaniel Arya,MBBS,1989,U.Mysore,MS (Ortho),2017,charles87@example.org,15-12-1985,21-05-2019,40,37
2005,96007,Andhra Pradesh Medical Council,Krishna More,Krish Chana,MBBS,1987,SVIMS Tirupati,,,atinagi@example.org,17-10-2000,11-12-2023,25,39
2001,47634,Andhra Pradesh Medical Council,Ayush Saini,Dakshesh Chadha,MBBS,1985,U.Mysore,MD (Gen. Med.),2012,netraborah@example.org,06-11-1990,12-05-2013,35,41
2014,67488,Andhra Pradesh Medical Council,Baghyawati Sabharwal,Divya Bhasin,MBBS,1997,U.Mysore,,,qchad@example.net,09-05-1984,07-08-2015,41,29
2002,43849,Andhra Pradesh Medical Council,Ojasvi Prashad,Brinda Chhabra,MBBS,1984,U.Mysore,MD (Pediatrics),1996,benjaminsankaran@example.net,15-06-1999,04-01-2024,26,42
2020,47174,Andhra Pradesh Medical Council,Manbir Sami,Hiral Narayanan,MBBS,2003,SVIMS Tirupati,MD (Gen. Med.),2011,rajatachoudhry@example.com,22-05-1987,24-03-2014,38,23
2010,43022,Andhra Pradesh Medical Council,Watika Ramaswamy,George Sule,MBBS,1993,U.Mysore,MD (Pediatrics),2005,psanghvi@example.com,03-05-1988,05-05-2024,37,33
2022,72015,Andhra Pradesh Medical Council,Nandini Bawa,Yashawini Muni,MBBS,2005,SVIMS Tirupati,,,tlalla@example.net,02-06-1975,07-12-2020,50,21
2017,46254,Andhra Pradesh Medical Council,Indrajit Balan,Kritika Wali,MBBS,2001,NTR University of Health Sciences,,,iryanarayan@example.net,09-06-1970,14-08-2009,55,25
2018,70467,Andhra Pradesh Medical Council,Nidhi Uppal,Arya Balay,MBBS,2002,NTR University of Health Sciences,MS (Ortho),2011,kundaoni@example.net,29-06-1995,25-02-2023,30,24
2009,61689,Andhra Pradesh Medical Council,Rachana Dhillon,Daniel Kari,MBBS,1990,NTR University of Health Sciences,MD (Pediatrics),2013,zprashad@example.com,16-05-1981,30-11-2014,44,36
2001,73822,Andhra Pradesh Medical Council,Kashish Hans,Anirudh Saxena,MBBS,1983,U.Mysore,MS (Ortho),1996,tgoel@example.net,28-11-1989,11-03-2025,36,43
2004,46840,Andhra Pradesh Medical Council,Nisha Mand,Shivansh Bhakta,MBBS,1987,NTR University of Health Sciences,MD (Gen. Med.),2003,yarya@example.com,07-03-1980,20-03-2006,45,39
2018,90566,Andhra Pradesh Medical Council,Simon Dhingra,Varsha Andra,MBBS,2001,SVIMS Tirupati,,,msen@example.org,22-06-1985,08-06-2013,40,25
2005,89884,Andhra Pradesh Medical Council,Rudra Jaggi,Daniel Narula,MBBS,1985,U.Mysore,,,dalajachar@example.com,21-10-2000,01-04-2024,25,41
2013,69783,Andhra Pradesh Medical Council,Ansh Pandey,Vedhika Nanda,MBBS,1998,NTR University of Health Sciences,MS (Ortho),2020,madangaurav@example.com,11-02-1992,08-08-2023,33,28
2006,49060,Andhra Pradesh Medical Council,Amara Sami,Nakul Iyengar,MBBS,1990,NTR University of Health Sciences,,,harita66@example.org,29-10-1993,10-11-2016,32,36
2005,57075,Andhra Pradesh Medical Council,Timothy Kala,Zehaan Sarraf,MBBS,1987,SVIMS Tirupati,,,brindanaidu@example.net,10-11-1994,29-03-2022,31,39
2010,63962,Andhra Pradesh Medical Council,Qabil Rattan,Samuel Dora,MBBS,1992,SVIMS Tirupati,MD (Pediatrics),2021,nigamaarna@example.org,18-03-1990,15-02-2024,35,34
2009,96768,Andhra Pradesh Medical Council,Tarak Dua,Urishilla Viswanathan,MBBS,1992,SVIMS Tirupati,MS (Ortho),2021,daralajita@example.org,24-11-1988,04-08-2022,37,34
2014,65503,Andhra Pradesh Medical Council,Sai Pradhan,Krisha Bakshi,MBBS,1994,SVIMS Tirupati,MD (Pediatrics),2010,mperi@example.net,06-05-1989,09-04-2013,36,32
2007,99787,Andhra Pradesh Medical Council,Edhitha Sundaram,Hemang Nagarajan,MBBS,1987,NTR University of Health Sciences,MD (Pediatrics),1995,qushigole@example.net,25-09-1971,03-12-1997,54,39
2016,59586,Andhra Pradesh Medical Council,Wyatt Warrior,Lekha Sanghvi,MBBS,2000,NTR University of Health Sciences,MS (Ortho),2006,wishi34@example.org,17-08-1971,24-11-2025,54,26
2023,84501,Andhra Pradesh Medical Council,Lakshit Bhatti,Gagan Murthy,MBBS,2007,U.Mysore,,,rattidarpan@example.net,20-06-1987,13-03-2023,38,19
2000,87106,Andhra Pradesh Medical Council,Hritik Pillay,Max Bhatt,MBBS,1983,SVIMS Tirupati,MS (Ortho),2020,mammenbarkha@example.com,28-11-1997,29-10-2022,28,43
2000,69068,Andhra Pradesh Medical Council,Dhriti Mander,Peter Wable,MBBS,1985,SVIMS Tirupati,MS (Ortho),1992,madhavi73@example.org,22-02-1981,30-07-2023,44,41
2019,81364,Andhra Pradesh Medical Council,Rayaan Kapadia,Aarush Gupta,MBBS,1999,SVIMS Tirupati,MD (Pediatrics),1999,chaitaly04@example.com,26-10-1971,01-10-2001,54,27
2005,82315,Andhra Pradesh Medical Council,Jalsa Bava,Gunbir Naik,MBBS,1989,NTR University of Health Sciences,MS (Ortho),1996,hiteshmallick@example.org,14-06-1970,23-02-2019,55,37
2020,45115,Andhra Pradesh Medical Council,Charles Ahluwalia,Chakradhar Palan,MBBS,2005,NTR University of Health Sciences,MD (Pediatrics),2012,elijah12@example.org,31-03-1972,08-08-2019,53,21
2003,59055,Andhra Pradesh Medical Council,Lakshmi Pathak,Yasti Varma,MBBS,1988,SVIMS Tirupati,MD (Gen. Med.),1997,duttvincent@example.com,03-04-1999,17-07-2022,26,38
2006,63555,Andhra Pradesh Medical Council,Falguni Joshi,Bachittar Oommen,MBBS,1986,NTR University of Health Sciences,MD (Pediatrics),2019,ojani@example.com,14-06-1996,25-12-2020,29,40
2022,63876,Andhra Pradesh Medical Council,Tejas Raja,Gaurang Varkey,MBBS,2003,U.Mysore,MD (Pediatrics),2018,shethyauvani@example.com,10-12-1991,29-10-2020,34,23
2015,59908,Andhra Pradesh Medical Council,Barkha Mohan,Faras Patel,MBBS,1997,NTR University of Health Sciences,,,keerrayaan@example.net,24-03-1984,14-02-2024,41,29
2011,87968,Andhra Pradesh Medical Council,Pavani Dalal,Chasmum Puri,MBBS,1996,NTR University of Health Sciences,MD (Gen. Med.),2016,bhandariabdul@example.com,23-07-1973,04-08-2017,52,30
2002,67441,Andhra Pradesh Medical Council,Shaurya Palla,Divya Venkataraman,MBBS,1983,NTR University of Health Sciences,MD (Gen. Med.),1993,uganguly@example.org,07-03-1977,26-11-2025,48,43
2004,59884,Andhra Pradesh Medical Council,Inaya Hayre,Vrishti Bali,MBBS,1985,U.Mysore,MD (Gen. Med.),1997,chakradharsastry@example.org,09-01-1983,23-04-2013,43,41
2023,42076,Andhra Pradesh Medical Council,Ishwar Kumer,Xavier Nagar,MBBS,2003,U.Mysore,,,mahaltriya@example.org,20-07-1978,25-01-2015,47,23
2008,70368,Andhra Pradesh Medical Council,Qarin Kade,Ekanta Patla,MBBS,1988,NTR University of Health Sciences,MD (Pediatrics),1993,jagat15@example.org,09-12-1971,23-03-1995,54,38
2023,90672,Andhra Pradesh Medical Council,Gabriel Gole,Oliver Swaminathan,MBBS,2004,U.Mysore,MD (Pediatrics),2007,nidhimani@example.net,14-02-1972,04-12-2009,53,22
2014,72481,Andhra Pradesh Medical Council,Anay Thakur,Hamsini Agarwal,MBBS,1996,SVIMS Tirupati,MS (Ortho),2009,uperi@example.org,03-06-1977,30-09-2005,48,30
2021,73851,Andhra Pradesh Medical Council,Sathvik Chanda,Urvi Kala,MBBS,2001,U.Mysore,MS (Ortho),2014,adyaravi@example.net,18-07-1970,10-11-2015,55,25
2002,49021,Andhra Pradesh Medical Council,Neelima Shere,Orinder Chakraborty,MBBS,1984,U.Mysore,MD (Pediatrics),2018,praju@example.net,25-08-1994,18-10-2021,31,42
2005,45415,Andhra Pradesh Medical Council,Xavier Kapoor,Faraj Khurana,MBBS,1990,SVIMS Tirupati,MD (Gen. Med.),1996,ishitatailor@example.org,26-04-1995,26-08-2023,30,36
2019,82747,Andhra Pradesh Medical Council,Yashica Devan,Theodore Soman,MBBS,2003,NTR University of Health Sciences,MS (Ortho),2022,majumdaraachal@example.net,19-11-1998,18-09-2024,27,23
2022,74406,Andhra Pradesh Medical Council,Jason Prabhakar,Chandresh Hora,MBBS,2007,U.Mysore,MD (Pediatrics),2012,pantanvi@example.com,01-06-1997,04-01-2022,28,19
2022,42710,Andhra Pradesh Medical Council,Manya Anand,Zayan Kuruvilla,MBBS,2005,SVIMS Tirupati,MD (Pediatrics),1994,dkale@example.net,09-02-1971,29-11-1996,54,21
2020,53315,Andhra Pradesh Medical Council,Unni Kibe,Peter Uppal,MBBS,2002,NTR University of Health Sciences,MD (Gen. Med.),2013,om12@example.org,13-10-1994,02-02-2017,31,24
2018,70417,Andhra Pradesh Medical Council,Brijesh Vyas,Nimrat Devan,MBBS,2003,SVIMS Tirupati,MS (Ortho),2014,craja@example.net,09-08-1991,28-04-2016,34,23
2005,74428,Andhra Pradesh Medical Council,Vasatika Saran,Radha Baria,MBBS,1986,SVIMS Tirupati,MD (Pediatrics),1996,dugaryashica@example.org,21-09-1988,20-02-2021,37,40
2022,65065,Andhra Pradesh Medical Council,Nicholas Tella,Raghav Bail,MBBS,2005,NTR University of Health Sciences,MS (Ortho),2023,balendragoel@example.net,23-11-1994,29-11-2024,31,21
2014,79973,Andhra Pradesh Medical Council,Krishna Bhatti,Jagvi Deshpande,MBBS,1996,SVIMS Tirupati,MD (Pediatrics),2005,rudra49@example.org,08-01-1996,16-04-2023,30,30
2019,56930,Andhra Pradesh Medical Council,Reyansh Saxena,Mohini Rajagopalan,MBBS,2000,SVIMS Tirupati,,,gbadami@example.org,25-11-1982,23-04-2009,43,26
2020,40779,Andhra Pradesh Medical Council,Pooja Basak,Owen Rana,MBBS,2003,NTR University of Health Sciences,MS (Ortho),2022,khareonveer@example.com,29-07-1994,16-10-2023,31,23
2004,92659,Andhra Pradesh Medical Council,Ayush Brar,Hemang Mutti,MBBS,1986,SVIMS Tirupati,,,kapurmugdha@example.org,12-11-1991,25-08-2020,34,40
2021,73712,Andhra Pradesh Medical Council,Suhani Sen,Leena Balasubramanian,MBBS,2001,SVIMS Tirupati,MD (Pediatrics),2016,ichacko@example.org,14-09-1996,07-04-2020,29,25
2004,63596,Andhra Pradesh Medical Council,Amol Dey,Orinder Ramachandran,MBBS,1987,SVIMS Tirupati,MS (Ortho),2020,libni25@example.com,18-11-1985,14-08-2023,40,39
2011,92833,Andhra Pradesh Medical Council,Urmi Lanka,Aashi Chakraborty,MBBS,1994,NTR University of Health Sciences,,,bbali@example.net,10-04-1996,24-01-2024,29,32
2000,88420,Andhra Pradesh Medical Council,Andrew Srivastava,Aryan Oza,MBBS,1980,NTR University of Health Sciences,MD (Pediatrics),1992,bhavikapatla@example.com,10-03-1973,19-05-1998,52,46
2007,70434,Andhra Pradesh Medical Council,Harshil Sanghvi,Jacob Bhatt,MBBS,1987,SVIMS Tirupati,MS (Ortho),2002,ygola@example.net,02-04-1994,30-05-2021,31,39
2004,75307,Andhra Pradesh Medical Council,Suhani Nigam,Hemal Bhagat,MBBS,1986,SVIMS Tirupati,MD (Gen. Med.),1998,pmohan@example.com,21-01-1977,06-01-2019,48,40
2005,77431,Andhra Pradesh Medical Council,Praneel Mander,Bachittar Kumar,MBBS,1989,U.Mysore,,,mbhatti@example.com,02-01-1992,23-03-2018,34,37
2023,44680,Andhra Pradesh Medical Council,Liam Kalita,Ronith Sabharwal,MBBS,2006,SVIMS Tirupati,,,pillaygarima@example.org,28-11-1974,15-08-2008,51,20
2012,80471,Andhra Pradesh Medical Council,Nathaniel Dubey,Madhavi Barad,MBBS,1992,SVIMS Tirupati,,,zmahal@example.net,25-03-1993,02-06-2019,32,34
2012,71073,Andhra Pradesh Medical Council,Kashvi Khosla,Harshil Badal,MBBS,1995,U.Mysore,,,jdhingra@example.com,07-07-1985,18-11-2010,40,31
2020,96057,Andhra Pradesh Medical Council,Ekta Raja,Neha Arora,MBBS,2001,U.Mysore,MD (Gen. Med.),2015,janianamika@example.net,15-01-1989,01-11-2018,36,25
2001,52456,Andhra Pradesh Medical Council,Andrew Nadig,Aryan Upadhyay,MBBS,1986,NTR University of Health Sciences,MD (Pediatrics),1992,hitesh37@example.net,09-11-1978,13-08-2003,47,40
2014,98963,Andhra Pradesh Medical Council,Ronith Gill,Zayan Ben,MBBS,1998,U.Mysore,MD (Gen. Med.),2021,odika23@example.net,30-05-1987,12-06-2022,38,28
2008,68844,Andhra Pradesh Medical Council,Kalpit Sandal,Joshua Bir,MBBS,1990,SVIMS Tirupati,MS (Ortho),2020,osagar@example.com,13-08-1988,25-12-2023,37,36
2010,77452,Andhra Pradesh Medical Council,Lakshmi Som,Zehaan Roy,MBBS,1994,NTR University of Health Sciences,MS (Ortho),2002,vrishti86@example.org,28-11-1989,27-07-2017,36,32
2015,62792,Andhra Pradesh Medical Council,Urmi Goyal,Eiravati Hora,MBBS,1995,NTR University of Health Sciences,MS (Ortho),2019,lilaiyengar@example.org,06-03-1992,10-05-2020,33,31
2001,58206,Andhra Pradesh Medical Council,Kala Shah,Jagvi Thakkar,MBBS,1981,U.Mysore,MD (Gen. Med.),2019,yugdhawan@example.org,21-12-1990,04-04-2022,35,45
2003,48502,Andhra Pradesh Medical Council,Forum Agrawal,Dayamai Iyer,MBBS,1983,U.Mysore,MD (Gen. Med.),1997,mdalia@example.com,19-12-1978,28-06-2006,47,43
2000,52863,Andhra Pradesh Medical Council,Sneha Nigam,Aarav Lal,MBBS,1982,U.Mysore,MD (Pediatrics),1992,ehalder@example.com,12-05-1993,10-10-2016,32,44
2020,42972,Andhra Pradesh Medical Council,Yatin Dave,Udyati Palla,MBBS,2002,NTR University of Health Sciences,,,msant@example.org,21-04-1998,17-10-2020,27,24
2022,72739,Andhra Pradesh Medical Council,Kai Shanker,Aditya Dyal,MBBS,2006,SVIMS Tirupati,MD (Pediatrics),2014,ttandon@example.org,19-07-1987,30-08-2016,38,20
2023,58964,Andhra Pradesh Medical Council,Anirudh Karnik,Charles Parsa,MBBS,2008,SVIMS Tirupati,MD (Pediatrics),2013,bhavnaluthra@example.org,29-10-1981,18-03-2021,44,18
2022,46487,Andhra Pradesh Medical Council,Jacob Rajagopal,Lucky Mital,MBBS,2006,U.Mysore,,,lakshitoza@example.com,05-07-2000,17-07-2025,25,20
2010,88035,Andhra Pradesh Medical Council,Peter Mandal,Yadavi Bora,MBBS,1990,SVIMS Tirupati,MS (Ortho),2002,rajatagoyal@example.org,06-01-2000,06-10-2023,26,36
2006,52530,Andhra Pradesh Medical Council,Pushti Lata,Amaira Mukhopadhyay,MBBS,1991,U.Mysore,,,tbalakrishnan@example.com,21-05-1973,23-09-2020,52,35
2018,72952,Andhra Pradesh Medical Council,Rachit Sheth,Yash Ahluwalia,MBBS,2001,U.Mysore,MD (Gen. Med.),2010,balendrabal@example.com,28-09-1992,01-11-2016,33,25
2012,43272,Andhra Pradesh Medical Council,Krisha Das,Jyoti Amble,MBBS,1996,U.Mysore,,,triyapalla@example.com,07-03-1974,08-08-1996,51,30
2011,51216,Andhra Pradesh Medical Council,Balvan Vig,Hiral Chanda,MBBS,1993,U.Mysore,MD (Gen. Med.),2011,kalpitreddy@example.net,20-03-1971,10-07-2014,54,33
2022,72655,Andhra Pradesh Medical Council,Lucky Dugal,Jagdish Nori,MBBS,2004,U.Mysore,,,frederick12@example.org,12-02-1975,07-03-2002,50,22
2010,76414,Andhra Pradesh Medical Council,Maya Srivastava,Devika Devan,MBBS,1990,SVIMS Tirupati,MD (Gen. Med.),2021,suhaniparmar@example.org,19-03-1975,27-02-2023,50,36
2001,44135,Andhra Pradesh Medical Council,Eshana Kalla,Mitali Choudhury,MBBS,1983,NTR University of Health Sciences,MD (Gen. Med.),1994,sanya34@example.com,13-03-1986,29-06-2016,39,43
2023,40773,Andhra Pradesh Medical Council,Pahal Dube,Nathaniel Sahota,MBBS,2004,U.Mysore,,,yashica09@example.org,31-08-1970,28-01-2012,55,22
2010,97768,Andhra Pradesh Medical Council,Ekansh Bumb,Laksh Lad,MBBS,1993,U.Mysore,MS (Ortho),2005,lgokhale@example.com,26-07-1974,26-03-2019,51,33
2002,92710,Andhra Pradesh Medical Council,Forum Ramakrishnan,Logan Srinivasan,MBBS,1987,SVIMS Tirupati,MD (Pediatrics),2009,dassparth@example.net,17-04-1979,30-09-2012,46,39
2006,76683,Andhra Pradesh Medical Council,Odika Dutta,Ishani Prabhakar,MBBS,1990,U.Mysore,MD (Pediatrics),2001,jagvi03@example.net,13-10-1970,04-10-2005,55,36
2010,89568,Andhra Pradesh Medical Council,Victor Sodhi,Reva Chatterjee,MBBS,1992,NTR University of Health Sciences,,,bmukhopadhyay@example.org,27-10-1984,21-12-2016,41,34
2022,78106,Andhra Pradesh Medical Council,Ethan Kapoor,Abeer Ganesan,MBBS,2006,NTR University of Health Sciences,MD (Pediatrics),2013,alka67@example.org,24-03-1989,12-02-2020,36,20
2002,66055,Andhra Pradesh Medical Council,Umang Kibe,Gagan Kala,MBBS,1982,U.Mysore,,,idevan@example.org,31-07-1971,22-12-1994,54,44
2011,86362,Andhra Pradesh Medical Council,Kevin Kala,Manthan Arora,MBBS,1996,SVIMS Tirupati,MS (Ortho),2001,vamakshidugal@example.org,05-06-1978,10-09-2002,47,30
2007,55210,Andhra Pradesh Medical Council,Lohit Dugar,Vasudha Tak,MBBS,1992,SVIMS Tirupati,,,saanvi67@example.com,13-06-1977,03-12-2012,48,34
2014,65414,Andhra Pradesh Medical Council,Advik Basu,Nikita Reddy,MBBS,1998,U.Mysore,MD (Pediatrics),2005,chaudhrychakradhar@example.org,02-07-1973,09-03-1998,52,28
2015,79656,Andhra Pradesh Medical Council,Daniel Doshi,Patrick Swaminathan,MBBS,1998,SVIMS Tirupati,MD (Pediatrics),2005,boragautam@example.org,28-12-1970,01-03-1999,55,28
2023,54048,Andhra Pradesh Medical Council,Christopher Parmar,Ladli Venkataraman,MBBS,2004,U.Mysore,MS (Ortho),2013,naiduzaitra@example.com,18-05-1974,24-04-2014,51,22
2006,52190,Andhra Pradesh Medical Council,Jeremiah Cheema,Qushi Balan,MBBS,1987,U.Mysore,MD (Gen. Med.),1997,azad72@example.org,08-02-1998,30-12-2021,27,39
2002,56253,Andhra Pradesh Medical Council,Amaira Lad,Odika Bose,MBBS,1984,NTR University of Health Sciences,MS (Ortho),1997,chowdhuryupasna@example.com,31-01-1978,29-11-2024,47,42
2020,64730,Andhra Pradesh Medical Council,Maanas Basak,Gautam Sharma,MBBS,2003,U.Mysore,,,thakerpanini@example.org,26-04-1980,14-04-2018,45,23
2004,94590,Andhra Pradesh Medical Council,Advay Ghosh,Ranveer Walia,MBBS,1988,U.Mysore,MS (Ortho),1997,zdora@example.org,23-06-1999,08-10-2023,26,38
2014,91588,Andhra Pradesh Medical Council,Vrinda More,Lipika Bhasin,MBBS,1999,SVIMS Tirupati,MD (Pediatrics),2019,hemanijohal@example.net,07-10-1997,01-12-2021,28,27
